"training_id","tender_id","department","category","location","estimated_value","final_contract_value","number_of_bidders","winning_vendor","vendor_specialization","is_specialized_for_tender","historical_win_rate","previous_tenders","previous_wins","vendor_a_bid","vendor_b_bid","vendor_c_bid","bid_similarity_percent","a_won_comparable_tenders","b_c_repeatedly_participated","comparable_tenders","average_comparable_price","current_price_vs_comparable_percent","network_relationship_strength","shared_tenders","regional_price_variation","market_price_increase","investigation_priority"
424,"TND-ML-00424","Rural Development Department","Bridge construction","Udupi",22095720.22,26217594.37,8,"Vendor 074","Consulting",True,70.59,34,24,25970121.97,26029888.06,26321636.77,98.02,10,False,9,18798017.04,39.47,0.92,19,2.23,4.44,86.36
425,"TND-ML-00425","Public Works Department","Bridge construction","Mysuru",187760174.56,228622532.63,10,"Vendor 456","Construction",True,40.00,20,8,224710160.08,227546546.70,230948464.21,87.86,9,True,18,168488858.89,35.69,0.74,13,7.61,4.35,71.70
426,"TND-ML-00426","Urban Development Department","Infrastructure","Mysuru",33740676.41,42672820.33,9,"Vendor 448","Equipment Supply",True,60.87,23,14,42194159.72,43177501.51,43300275.96,88.31,10,True,14,30541669.29,39.72,0.80,17,7.94,5.67,82.10
427,"TND-ML-00427","Public Works Department","Consulting","Hubballi",145219316.14,190028011.14,6,"Vendor 381","Infrastructure",False,71.43,98,70,187276940.61,187377348.48,187385476.30,91.73,9,True,17,135386157.84,40.36,0.93,17,2.91,8.32,86.43
428,"TND-ML-00428","Municipal Corporation","Equipment Supply","Bengaluru",17184048.48,21377538.07,5,"Vendor 310","Consulting",False,63.16,57,36,21273080.78,21262268.34,21661754.58,92.26,8,False,12,15733817.67,35.87,0.92,20,4.37,2.27,76.84
429,"TND-ML-00429","Public Works Department","Road construction","Davangere",25638049.63,29621070.54,5,"Vendor 264","Healthcare",False,25.00,40,10,29174273.45,29066729.56,29858168.28,77.10,7,False,14,23839895.81,24.25,0.70,14,4.97,2.28,56.29
430,"TND-ML-00430","Urban Development Department","Infrastructure","Belagavi",145236865.98,172349774.64,7,"Vendor 482","Equipment Supply",True,65.00,100,65,171194043.63,169987207.70,172707987.53,92.46,9,True,10,123300740.19,39.78,0.99,21,2.53,1.60,88.71
431,"TND-ML-00431","Municipal Corporation","Bridge construction","Tumakuru",135027412.53,133240460.47,6,"Vendor 201","Consulting",True,73.91,46,34,131500854.32,132738377.18,135329041.46,71.19,7,False,17,113764054.36,17.12,0.60,9,6.05,3.89,54.40
432,"TND-ML-00432","Rural Development Department","Healthcare","Udupi",67394223.40,73016571.90,3,"Vendor 308","Infrastructure",False,57.32,82,47,73136137.23,72103753.02,73802363.80,73.90,5,False,14,60419174.10,20.85,0.52,12,7.62,6.73,51.72
433,"TND-ML-00433","Urban Development Department","IT Services","Ballari",142445387.85,170199141.41,6,"Vendor 094","IT Services",True,75.93,54,41,167586857.05,171288247.30,168545027.02,75.16,6,False,18,139040226.62,22.41,0.64,11,7.21,7.02,53.17
434,"TND-ML-00434","Public Works Department","Road construction","Belagavi",57446192.56,61187237.51,10,"Vendor 230","Consulting",True,54.67,75,41,61462222.18,61268731.08,60784021.32,68.03,5,False,10,51634799.59,18.50,0.56,10,4.05,3.30,50.64
435,"TND-ML-00435","Public Works Department","IT Services","Belagavi",53011723.09,53724805.29,9,"Vendor 464","Consulting",True,33.33,21,7,52714062.97,53390948.98,52948514.51,59.46,4,False,8,47908690.29,12.14,0.35,7,7.48,8.86,32.83
436,"TND-ML-00436","Public Works Department","IT Services","Udupi",62835626.74,74269812.71,8,"Vendor 188","Infrastructure",True,66.67,84,56,72806321.11,72836731.60,75654775.96,77.00,7,False,10,57413275.13,29.36,0.70,13,4.23,3.62,64.15
437,"TND-ML-00437","Water Resources Department","Road construction","Tumakuru",164715732.42,185769333.95,3,"Vendor 328","Healthcare",True,74.29,35,26,183060490.04,186400661.70,183780858.90,78.05,7,False,6,146644564.22,26.68,0.64,12,0.82,8.43,64.28
438,"TND-ML-00438","Municipal Corporation","Infrastructure","Bengaluru",24246838.60,30732941.00,10,"Vendor 347","Equipment Supply",False,48.39,31,15,30518700.99,30876156.32,30735246.08,86.09,9,True,15,22559598.47,36.23,0.73,14,2.23,1.82,76.30
439,"TND-ML-00439","Municipal Corporation","IT Services","Hubballi",144876784.52,146313144.26,7,"Vendor 417","IT Services",True,30.30,66,20,144954766.85,143856487.52,144514660.11,65.07,5,False,12,128176210.48,14.15,0.48,11,1.18,4.65,39.21
440,"TND-ML-00440","Public Works Department","Equipment Supply","Mangaluru",109726376.18,106454079.32,5,"Vendor 364","Construction",True,73.47,98,72,104380937.91,104594036.89,107897307.69,55.75,4,False,13,94684763.25,12.43,0.33,4,5.14,1.89,39.03
441,"TND-ML-00441","Municipal Corporation","Healthcare","Tumakuru",78611941.55,75631200.28,4,"Vendor 372","IT Services",True,34.62,26,9,74144607.22,76669220.95,76312038.21,62.89,5,False,6,66906581.99,13.04,0.41,7,5.75,6.61,35.77
442,"TND-ML-00442","Urban Development Department","Road construction","Bengaluru",77355106.31,78563683.72,4,"Vendor 014","Construction",True,39.36,94,37,78843285.67,78590466.07,79386377.02,56.82,4,False,9,69225203.74,13.49,0.32,5,7.64,1.48,33.84
443,"TND-ML-00443","Public Works Department","Consulting","Belagavi",71061750.96,85834068.87,8,"Vendor 452","Infrastructure",True,80.00,10,8,84744360.02,85929042.53,84426160.85,90.66,9,False,5,60289435.18,42.37,0.87,16,3.93,2.49,82.84
444,"TND-ML-00444","Water Resources Department","Infrastructure","Udupi",189345372.39,210241258.07,9,"Vendor 248","IT Services",False,81.13,53,43,207752391.36,213079350.20,206116821.03,85.01,9,True,12,162398623.57,29.46,0.78,14,1.03,8.81,76.89
445,"TND-ML-00445","Rural Development Department","Consulting","Ballari",114362162.40,132555260.47,10,"Vendor 319","Equipment Supply",True,53.01,83,44,132644122.93,131846359.25,131493045.06,73.34,6,False,13,106727262.86,24.20,0.70,11,2.22,6.40,55.67
446,"TND-ML-00446","Water Resources Department","Equipment Supply","Mysuru",93309063.70,94079856.76,10,"Vendor 189","Infrastructure",False,20.62,97,20,92537517.82,93941311.57,94194476.02,61.47,4,False,6,81503817.69,15.43,0.39,5,1.11,6.63,36.34
447,"TND-ML-00447","Urban Development Department","Road construction","Mysuru",190808953.89,242381001.48,7,"Vendor 465","Construction",True,43.75,48,21,240257859.61,238072208.35,239447731.88,91.16,9,True,17,175523934.74,38.09,0.94,16,5.53,2.00,83.44
448,"TND-ML-00448","Urban Development Department","IT Services","Udupi",115826193.32,124568909.76,9,"Vendor 429","Healthcare",True,64.00,75,48,122272815.30,124457051.54,123811963.08,66.66,6,False,6,108936519.25,14.35,0.42,10,5.66,8.69,45.39
449,"TND-ML-00449","Municipal Corporation","Consulting","Belagavi",186582052.48,229137376.11,10,"Vendor 434","Equipment Supply",True,75.00,12,9,226329630.34,229680278.18,233247347.71,82.26,8,True,14,179448176.14,27.69,0.76,12,4.11,1.65,75.02
450,"TND-ML-00450","Urban Development Department","Consulting","Tumakuru",176273479.39,189584460.89,8,"Vendor 492","Healthcare",False,51.65,91,47,187806912.19,188622791.24,188933096.77,68.47,5,False,9,154510563.07,22.70,0.57,12,4.10,3.00,51.68
451,"TND-ML-00451","Public Works Department","IT Services","Shivamogga",68529393.08,83481734.76,10,"Vendor 277","IT Services",True,84.62,13,11,83581165.50,82556600.54,83014897.57,92.80,10,True,11,59668168.65,39.91,0.93,15,4.91,6.60,85.83
452,"TND-ML-00452","Municipal Corporation","Equipment Supply","Udupi",164261611.12,195827024.11,3,"Vendor 085","Infrastructure",False,70.18,57,40,194081242.12,194006666.14,197837445.36,87.79,8,True,10,148849972.72,31.56,0.78,18,1.20,7.25,78.70
453,"TND-ML-00453","Public Works Department","Road construction","Tumakuru",120183112.89,133360491.39,3,"Vendor 207","IT Services",True,59.26,27,16,133100259.76,134478406.49,130834825.00,73.04,5,False,18,111180067.85,19.95,0.48,11,4.14,1.28,52.02
454,"TND-ML-00454","Water Resources Department","Healthcare","Bengaluru",118945077.63,132285530.36,3,"Vendor 488","Construction",True,31.91,47,15,131971810.72,133184109.18,131652955.49,63.71,4,False,6,115523124.93,14.51,0.47,8,7.42,4.62,35.18
455,"TND-ML-00455","Urban Development Department","Infrastructure","Mysuru",181092456.99,197132631.21,6,"Vendor 028","IT Services",True,33.93,56,19,194037176.30,199480238.87,197639337.10,81.40,6,False,7,152496813.81,29.27,0.69,14,1.85,3.91,60.60
456,"TND-ML-00456","Rural Development Department","Infrastructure","Shivamogga",29012601.67,27295390.27,9,"Vendor 008","Healthcare",True,57.81,64,37,27119357.03,27151437.28,27750112.83,57.36,2,False,17,25140821.84,8.57,0.31,8,5.53,6.97,32.07
457,"TND-ML-00457","Rural Development Department","Infrastructure","Bengaluru",179215813.71,174477197.99,4,"Vendor 387","Construction",True,66.67,15,10,174229460.46,171233122.90,171770067.04,61.55,4,False,9,159165478.92,9.62,0.41,9,2.93,1.12,41.43
458,"TND-ML-00458","Public Works Department","Road construction","Shivamogga",125156112.39,131830115.81,6,"Vendor 005","Healthcare",False,44.83,58,26,129799378.22,131265873.68,130659706.78,57.11,4,False,14,120151399.75,9.72,0.28,8,2.42,3.36,32.54
459,"TND-ML-00459","Rural Development Department","Healthcare","Tumakuru",52850400.23,53963231.65,9,"Vendor 080","Equipment Supply",True,41.67,12,5,54165985.49,54548471.95,53113549.27,68.32,6,False,19,44995607.15,19.93,0.58,10,3.96,4.86,48.44
460,"TND-ML-00460","Public Works Department","Equipment Supply","Shivamogga",56784946.08,66930651.83,9,"Vendor 300","Equipment Supply",True,65.33,75,49,66164276.85,67135390.56,67544796.01,82.39,8,False,9,50000486.95,33.86,0.74,12,0.16,2.83,72.17
461,"TND-ML-00461","Rural Development Department","Infrastructure","Shivamogga",120871581.71,118659853.97,9,"Vendor 096","Construction",False,77.78,18,14,118175386.20,116651977.27,117497308.74,57.77,4,False,12,109102476.99,8.76,0.41,6,3.28,5.37,35.21
462,"TND-ML-00462","Municipal Corporation","Infrastructure","Ballari",156993812.55,185215318.77,10,"Vendor 438","Healthcare",True,62.96,27,17,183842001.53,182014216.09,183084358.34,76.86,6,False,16,145563752.57,27.24,0.61,14,4.90,1.98,61.60
463,"TND-ML-00463","Public Works Department","Healthcare","Ballari",154184358.52,178505027.94,8,"Vendor 485","Equipment Supply",False,87.80,82,72,177553366.52,178417572.97,181642929.74,81.24,7,False,6,143308468.16,24.56,0.62,14,7.98,6.91,62.48
464,"TND-ML-00464","Public Works Department","Infrastructure","Ballari",80105837.53,82642596.32,3,"Vendor 212","Healthcare",False,70.59,17,12,82582460.69,82942307.07,83819878.94,53.42,4,False,11,76379479.04,8.20,0.34,5,4.33,4.98,37.69
465,"TND-ML-00465","Urban Development Department","Consulting","Hubballi",115632020.47,127739214.67,9,"Vendor 101","IT Services",True,32.18,87,28,126558311.85,126760502.94,126744435.43,82.41,8,False,15,98298741.57,29.95,0.76,13,1.04,5.48,62.58
466,"TND-ML-00466","Municipal Corporation","Road construction","Shivamogga",44444149.28,54106572.88,3,"Vendor 117","Equipment Supply",True,37.10,62,23,54081031.06,54615829.62,55064078.55,76.64,7,False,19,42900866.54,26.12,0.72,10,4.75,8.40,53.45
467,"TND-ML-00467","Municipal Corporation","Consulting","Hubballi",170994890.91,221411746.76,9,"Vendor 462","Construction",True,90.57,53,48,222440055.20,222401670.40,224900012.40,93.79,9,False,5,159163070.06,39.11,0.98,16,4.74,1.98,87.49
468,"TND-ML-00468","Public Works Department","Equipment Supply","Bengaluru",62209473.33,72253717.57,6,"Vendor 417","Infrastructure",True,26.26,99,26,72134543.36,72891793.31,71490755.81,86.16,9,True,12,53684313.52,34.59,0.79,17,1.10,3.49,73.35
469,"TND-ML-00469","Urban Development Department","Equipment Supply","Tumakuru",125992788.68,173154520.58,9,"Vendor 426","Healthcare",True,62.00,50,31,173184021.07,175629975.12,172314197.00,92.74,9,True,15,121375662.82,42.66,0.97,21,7.64,8.60,89.15
470,"TND-ML-00470","Urban Development Department","IT Services","Davangere",18454948.72,20031094.37,5,"Vendor 487","Infrastructure",False,24.32,37,9,19863646.35,20168720.30,20150558.91,59.47,4,False,6,17602016.14,13.80,0.31,8,7.50,5.73,32.26
471,"TND-ML-00471","Urban Development Department","Consulting","Belagavi",85910983.90,111421777.36,4,"Vendor 234","Construction",True,69.89,93,65,110127523.38,111929037.01,112614609.36,93.78,9,True,18,78927376.47,41.17,0.96,20,1.61,4.07,90.73
472,"TND-ML-00472","Urban Development Department","Healthcare","Hubballi",81670947.69,86100943.50,5,"Vendor 166","Construction",False,57.89,57,33,85424105.96,84578549.01,86746870.14,75.38,7,False,7,70859142.05,21.51,0.58,14,6.13,8.80,52.88
473,"TND-ML-00473","Municipal Corporation","Healthcare","Davangere",175088767.77,184755339.42,3,"Vendor 008","Infrastructure",True,75.00,16,12,184695605.57,182901983.61,186806611.02,57.58,4,False,7,166027443.76,11.28,0.36,6,6.17,8.60,38.68
474,"TND-ML-00474","Municipal Corporation","Equipment Supply","Ballari",177237807.55,179847055.83,5,"Vendor 070","Consulting",True,80.95,21,17,179542746.29,180764644.33,181793053.55,55.51,3,False,17,163556798.68,9.96,0.39,7,2.66,7.09,33.47
475,"TND-ML-00475","Urban Development Department","Consulting","Mysuru",115809825.19,129370264.29,9,"Vendor 086","Equipment Supply",True,25.61,82,21,128274166.02,128068520.03,131135709.21,83.45,8,True,5,101650243.02,27.27,0.68,16,0.51,4.04,66.44
476,"TND-ML-00476","Urban Development Department","Bridge construction","Belagavi",172347607.99,175365573.34,8,"Vendor 333","Consulting",True,67.80,59,40,174557563.14,176047757.41,178122586.90,64.44,4,False,7,150852106.10,16.25,0.45,5,6.97,6.22,43.31
477,"TND-ML-00477","Municipal Corporation","IT Services","Belagavi",157311841.80,187913713.23,5,"Vendor 148","Construction",True,51.85,27,14,184357867.50,185948219.96,189042900.54,67.99,6,False,13,151311468.90,24.19,0.58,12,6.55,4.80,52.33
478,"TND-ML-00478","Urban Development Department","Healthcare","Shivamogga",77885746.34,90166914.69,7,"Vendor 321","Consulting",True,61.90,21,13,88620261.44,89439219.00,89297550.09,75.85,7,False,12,74536591.46,20.97,0.68,12,0.10,8.13,57.91
479,"TND-ML-00479","Rural Development Department","Bridge construction","Hubballi",177740349.90,196151672.09,8,"Vendor 128","Equipment Supply",False,51.76,85,44,194774901.68,196126765.49,194145354.42,78.08,7,False,11,154584027.18,26.89,0.70,12,3.97,2.39,59.72
480,"TND-ML-00480","Water Resources Department","IT Services","Belagavi",173930955.76,218020774.22,9,"Vendor 195","Construction",False,54.29,35,19,216594071.82,219380610.04,222179535.34,85.72,8,True,10,161616585.78,34.90,0.77,15,6.34,3.61,75.59
481,"TND-ML-00481","Public Works Department","Bridge construction","Hubballi",78130793.04,85124659.98,10,"Vendor 126","Infrastructure",True,62.30,61,38,84791776.93,85050598.50,84329805.24,61.54,5,False,8,72961909.64,16.67,0.43,7,7.26,2.44,44.01
482,"TND-ML-00482","Public Works Department","Healthcare","Hubballi",161694998.40,193889071.57,7,"Vendor 345","Consulting",True,71.62,74,53,191886389.28,196024338.41,192263178.81,83.91,8,True,6,141991264.42,36.55,0.79,12,1.79,2.98,79.79
483,"TND-ML-00483","Public Works Department","Consulting","Shivamogga",35589150.39,45816547.43,4,"Vendor 258","Consulting",True,35.06,77,27,45566391.20,45257857.29,46505145.90,81.43,9,False,10,34508207.75,32.77,0.74,12,4.76,3.00,62.29
484,"TND-ML-00484","Public Works Department","Consulting","Mangaluru",108975583.03,129763137.26,3,"Vendor 028","Consulting",True,40.26,77,31,128666849.86,128770484.75,131682789.72,81.81,7,True,6,101990990.54,27.23,0.74,13,2.69,6.16,66.00
485,"TND-ML-00485","Public Works Department","IT Services","Bengaluru",129089240.48,142628508.06,10,"Vendor 012","Equipment Supply",False,61.67,60,37,141492775.10,141523276.83,145394548.03,71.98,6,False,12,116270080.75,22.67,0.65,13,0.13,5.90,59.66
486,"TND-ML-00486","Municipal Corporation","Road construction","Belagavi",36376918.28,38361289.47,7,"Vendor 232","Infrastructure",False,50.00,26,13,37867816.84,38446789.53,38136289.15,62.31,3,False,19,33270849.50,15.30,0.33,6,7.16,3.00,36.70
487,"TND-ML-00487","Urban Development Department","Equipment Supply","Belagavi",26324093.98,34941773.57,8,"Vendor 195","Construction",True,60.94,64,39,34500296.10,34544038.73,35443172.52,95.57,9,True,7,25366078.82,37.75,0.99,16,0.80,1.43,89.24
488,"TND-ML-00488","Urban Development Department","Infrastructure","Mysuru",105140657.08,123806082.64,9,"Vendor 494","Equipment Supply",True,58.82,51,30,123264789.22,123985225.12,126095929.01,71.97,5,False,17,100761848.00,22.87,0.58,11,2.97,2.84,56.17
489,"TND-ML-00489","Municipal Corporation","IT Services","Mangaluru",191455553.77,220840820.99,3,"Vendor 267","Healthcare",False,46.27,67,31,218557301.06,223774695.67,220123488.83,87.78,8,True,16,168452189.92,31.10,0.86,14,6.88,3.74,73.39
490,"TND-ML-00490","Municipal Corporation","Road construction","Hubballi",40307448.12,54826501.95,8,"Vendor 267","Healthcare",True,47.62,21,10,54991381.03,54075753.45,54800955.90,94.03,10,False,8,38418122.03,42.71,0.87,21,2.53,2.13,80.86
491,"TND-ML-00491","Water Resources Department","IT Services","Udupi",59449384.11,80622895.17,5,"Vendor 382","IT Services",True,81.00,100,81,79665940.16,80098202.53,81468393.46,95.42,10,False,12,56637088.28,42.35,0.87,19,1.12,5.14,83.27
492,"TND-ML-00492","Public Works Department","IT Services","Shivamogga",176342937.80,191468156.47,4,"Vendor 410","IT Services",True,56.25,64,36,191430686.20,193238194.32,194450717.98,66.08,4,False,12,168843171.49,13.40,0.38,10,0.86,1.31,42.08
493,"TND-ML-00493","Public Works Department","IT Services","Mangaluru",20194933.34,24826625.26,5,"Vendor 438","Healthcare",True,76.54,81,62,24805542.05,24414831.61,25223674.29,75.10,7,False,10,19583990.90,26.77,0.61,12,4.25,6.13,58.89
494,"TND-ML-00494","Water Resources Department","Bridge construction","Davangere",185984325.39,224447228.10,10,"Vendor 304","IT Services",False,74.07,27,20,224257408.78,226877739.13,222406632.16,96.50,10,False,14,163973720.12,36.88,0.99,15,3.49,3.41,81.66
495,"TND-ML-00495","Water Resources Department","Consulting","Davangere",48368156.12,59229261.89,10,"Vendor 330","Consulting",True,57.14,35,20,58854240.17,58920096.87,60060708.39,79.54,6,False,19,45645238.82,29.76,0.72,13,6.91,7.08,62.80
496,"TND-ML-00496","Urban Development Department","Equipment Supply","Bengaluru",64627598.15,67887084.52,3,"Vendor 001","Infrastructure",True,77.78,54,42,66874633.75,66564835.16,67471612.43,61.52,3,False,12,59550074.14,14.00,0.29,8,5.21,2.18,42.49
497,"TND-ML-00497","Rural Development Department","Equipment Supply","Hubballi",130422304.23,160856121.46,6,"Vendor 333","Equipment Supply",False,66.67,45,30,161372235.65,159934654.99,157865656.10,84.93,7,False,8,120275251.58,33.74,0.72,12,4.04,1.61,69.09
498,"TND-ML-00498","Rural Development Department","Bridge construction","Shivamogga",46828619.38,47708137.40,8,"Vendor 479","IT Services",True,16.67,12,2,47879354.16,47928167.09,48594086.76,60.25,3,False,13,42189721.79,13.08,0.31,5,5.13,5.24,28.03
499,"TND-ML-00499","Rural Development Department","Bridge construction","Belagavi",41384000.99,54001996.21,8,"Vendor 464","Construction",False,29.82,57,17,53371310.46,54093569.58,53865000.97,82.15,8,False,7,40517704.24,33.28,0.84,16,5.45,2.14,67.80
